COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
CO,Cali,Puerta del Sol 2,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.133883725,0.131495946,0.129451304,0.127446829,0.126152377,0.127207471,0.127478961,0.127169787,0.124938459
MX,San Luis Potosi,SLP_Sendero,Non Wealthy,Prioritized,Perfect Orders,0.910072596,0.908429666,0.906474543,0.898026769,0.903042737,0.906162865,0.907680058,0.916115673,0.912410539
MX,San Luis Potosi,SLP_Sendero,Non Wealthy,Prioritized,Lead Penetration,0.156547382,0.156099607,0.155601584,0.155502496,0.155900902,0.157142154,0.16058805,0.166278098,0.169446447
MX,San Luis Potosi,SLP_Sendero,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.125252715,0.12436737,0.122723761,0.121398508,0.119703593,0.121870004,0.123852559,0.123938446,0.123207768
EC,Quito,Nayon,Wealthy,Prioritized,% PRO Users Who Breakeven,0.405660377,0.416267943,0.418269231,0.434146342,0.429951691,0.450980392,0.404878049,0.417910448,0.406091371
MX,Guaymas,Guaymas,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
MX,Guaymas,Guaymas,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.244514107,0.252336449,0.24198718,0.251931994,0.254601227,0.249253731,0.2760181,0.274217586,0.280966767
MX,Guaymas,Guaymas,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.076349019,0.071160343,0.073654301,0.078486214,0.082152555,0.08117578,0.077797299,0.073262784,0.074733283
AR,Buenos Aires,Munro,Non Wealthy,High Priority,MLTV Top Verticals Adoption,0.194606217,0.195318228,0.196488167,0.197894713,0.19971306,0.196959416,0.191891584,0.189678379,0.1827691
MX,Lazaro Cardenas,LCS La Orilla,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.027670855,0.026302659,0.023954138,0.022768069,0.02312656,0.024353442,0.032180193,0.033722202,0.034406302
MX,Lazaro Cardenas,LCS La Orilla,Non Wealthy,Not Prioritized,Lead Penetration,0.070716034,0.067987616,0.068534572,0.069081527,0.069628483,0.070175439,0.067987616,0.068534572,0.069081527
PE,Huancayo,Huancayo centro,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.878374036,0.885863253,0.886864328,0.890172707,0.897180729,0.904402842,0.908105329,0.907985803,0.907720255
PE,Lima,Campo Fe Norte,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.934907326,0.937049278,0.938398695,0.934216208,0.934038097,0.93550098,0.93541023,0.939129762,0.941468858
PE,Lima,Campo Fe Norte,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.240513719,0.239915886,0.240214889,0.244702119,0.238976378,0.241412769,0.245332831,0.241996951,0.2564906
PE,Lima,Campo Fe Norte,Non Wealthy,Prioritized,Turbo Adoption,0.481409002,0.179623713,0.190544413,0.207374954,0.210832425,0.212923729,0.205181347,0.190131125,0.19681771
PE,Ica,La Angostura,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.774846813,0.755161584,0.743113752,0.766842449,0.76770287,0.770277101,0.781485292,0.790707433,0.770617739
PE,Ica,La Angostura,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.545449302,0.555631024,0.549866525,0.561097944,0.567860463,0.566382177,0.563301662,0.568415473,0.563826621
PE,Ica,La Angostura,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.909275941,0.906226741,0.911054507,0.911755266,0.918247236,0.91786045,0.91888848,0.9205785,0.917767067
MX,Lazaro Cardenas,LCS Centro,Non Wealthy,Not Prioritized,Perfect Orders,0.761088461,0.749174507,0.793143161,0.792958023,0.789889049,0.793053401,0.795342616,0.800090614,0.783738952
BR,Curitiba,PR - CWB - Batel/Centro,Wealthy,Prioritized,Non-Pro PTC > OP,0.749945198,0.746100785,0.751454931,0.74419146,0.745419201,0.758425875,0.757215155,0.755657208,0.761659228
AR,Buenos Aires,Claypole,Non Wealthy,Prioritized,Perfect Orders,0.889678107,0.891456959,0.893097232,0.896711498,0.893974606,0.904056537,0.91340013,0.911279394,0.904875376
MX,Manzanillo,MNZ Santiago Centro,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.263157895,0.279545455,0.271689498,0.288503254,0.295896328,0.281837161,0.285416667,0.286610879,0.292887029
BR,Niteroi,Centro / Icaraí,Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.841380152,0.847166876,0.859506551,0.864019914,0.863085516,0.869044138,0.862038055,0.864534364,0.87130987
BR,Niteroi,Centro / Icaraí,Wealthy,Not Prioritized,Lead Penetration,0.087412126,0.086329176,0.084972974,0.084432503,0.084840165,0.083750771,0.081837521,0.079784164,0.075637058
AR,Cordoba,Valle Escondido,Wealthy,Prioritized,Perfect Orders,0.883009357,0.890253144,0.887831433,0.903109457,0.899370664,0.914139284,0.922200495,0.904859288,0.890344389
AR,Cordoba,Valle Escondido,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5351059,0.537839835,0.533320673,0.52886268,0.532978668,0.544856651,0.557097639,0.552307838,0.539641466
CO,Riohacha,Riohacha,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
PE,Lima,La Florida,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.938770073,0.944039932,0.94551928,0.941956871,0.942508276,0.941373701,0.938932563,0.938857182,0.939636801
PE,Lima,La Florida,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.076827069,0.079550413,0.081070913,0.083301989,0.084773204,0.084740397,0.083286796,0.080581367,0.075850349
BR,Juiz De Fora,MG - JDF - Juiz de Fora,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.154581382,0.168681862,0.186170995,0.197258728,0.207486733,0.248421003,0.243691454,0.19974461,0.153361988
CO,Barranquilla,Prado,Wealthy,Prioritized,Restaurants SST > SS CVR,0.933226373,0.936241369,0.936899828,0.933910626,0.93398044,0.9344617,0.93261193,0.936520631,0.935727232
BR,Santos,DOM Canto do Forte PRG,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.802691622,0.793143492,0.789176364,0.773622783,0.724621714,0.719071409,0.744456109,0.759009524,0.766653611
BR,Santos,DOM Canto do Forte PRG,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.153175124,0.150739314,0.151533504,0.154273971,0.156749004,0.176412261,0.192587472,0.171964439,0.153852532
BR,Santos,DOM Canto do Forte PRG,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.103448276,0.066666667,0.032258065,0.033333333,0.034482759,0.103448276,0.103448276,0.03125,0.0625
CL,Santiago De Chile,lo_barnechea,Wealthy,High Priority,Restaurants SST > SS CVR,0.909571306,0.914478695,0.910305389,0.908497721,0.909902711,0.911654978,0.899680488,0.898699948,0.905079492
CL,Santiago De Chile,lo_barnechea,Wealthy,High Priority,MLTV Top Verticals Adoption,0.381351457,0.380858054,0.381919965,0.381926309,0.382909788,0.3830339,0.378849684,0.378740094,0.368612994
CL,Santiago De Chile,lo_barnechea,Wealthy,High Priority,% PRO Users Who Breakeven,0.392223162,0.367424242,0.364621447,0.357012495,0.363419092,0.366104079,0.350835322,0.348643006,0.326086957
CL,Santiago De Chile,lo_barnechea,Wealthy,High Priority,Lead Penetration,0.592712358,0.593359844,0.593525229,0.594007345,0.592228924,0.587598931,0.583604084,0.584301857,0.586956385
CL,Santiago De Chile,lo_barnechea,Wealthy,High Priority,Restaurants Markdowns / GMV,0.112503939,0.119696016,0.123828545,0.124098787,0.125947642,0.125887058,0.126102285,0.129190012,0.129864418
BR,Grande São Paulo,SP - SP - Limao/Casa Verde,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.512502353,0.508621691,0.479385806,0.476329406,0.472362663,0.461327704,0.446328393,0.431038791,0.435184239
BR,Grande São Paulo,SP - SP - Limao/Casa Verde,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.464362851,0.466145833,0.456822107,0.444301628,0.450734659,0.455145119,0.457038391,0.465581395,0.494073276
BR,Grande São Paulo,SP - SP - Limao/Casa Verde,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.284727552,0.280366692,0.267692308,0.269890796,0.267032107,0.272797527,0.274785324,0.264797508,0.252336449
BR,Grande São Paulo,SP - SP - Limao/Casa Verde,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.119219232,0.11287777,0.12073598,0.133710741,0.128065495,0.127348897,0.10870525,0.091720881,0.073512368
EC,Manta,Manta Beach,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.475180293,0.438828341,0.444798454,0.412687486,0.418613108,0.416902769,0.380636382,0.390286783,0.414298107
MX,Villahermosa,VSA_Florida,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.160254701,0.154158416,0.156991003,0.161885889,0.168106638,0.174004101,0.172246166,0.1690717,0.16029427
MX,Villahermosa,VSA_Florida,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.376889849,0.375327103,0.372224313,0.372031662,0.377617054,0.390205371,0.385579937,0.387148594,0.407211539
MX,Villahermosa,VSA_Florida,Non Wealthy,Prioritized,Lead Penetration,0.12075624,0.121858509,0.122408616,0.122683508,0.122477581,0.122271654,0.123775369,0.124665041,0.126368411
EC,Machala,Las Palmeras,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.657648467,0.628671171,0.681017267,0.699015537,0.674531923,0.669492754,0.66884058,0.541538789,0.584406727
EC,Guayaquil,Los Almendros,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.212655602,0.208462332,0.207075963,0.204637097,0.207804878,0.194029851,0.2,0.217267552,0.231200898
EC,Guayaquil,Los Almendros,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.113295797,0.132490322,0.148470031,0.161987173,0.162577907,0.167481416,0.166855964,0.162735698,0.159569262
PE,Lima,Callao,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.274709302,0.275524761,0.269285569,0.281374398,0.280166148,0.275592173,0.27581358,0.272964824,0.292875377
BR,Brasilia,DF - BSB - Lago Norte,Non Wealthy,Not Prioritized,Perfect Orders,0.758625201,0.807355073,0.772919961,0.70397892,0.694474153,0.726443198,0.719973219,0.773990075,0.810714884
BR,Brasilia,DF - BSB - Lago Norte,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.682464986,0.647331155,0.633303625,0.623713324,0.585579606,0.684287993,0.680026537,0.731661507,0.660990712
BR,Grande São Paulo,SP - SP - Socorro/Cidade Dutra,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.175395681,0.177207048,0.185695157,0.196074882,0.1932503,0.184368617,0.173017161,0.161247119,0.156418726
BR,Porto Alegre,RS - POA - Leste,Non Wealthy,Not Prioritized,Perfect Orders,0.855548128,0.844600987,0.860563995,0.871043597,0.83973027,0.852712843,0.858055556,0.871650017,0.819078422
CO,Ibague,Guabinal,Non Wealthy,Prioritized,Lead Penetration,0.331830033,0.330451622,0.330515251,0.329696441,0.328176928,0.328115675,0.328370214,0.327545571,0.328997761
CO,Ibague,Guabinal,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.102199581,0.100615614,0.10050949,0.098846829,0.098894521,0.103566273,0.10729755,0.110454043,0.109721899
CO,Ibague,Centro Ricaurte,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.783970576,0.777542592,0.767851517,0.762875501,0.774508342,0.776599372,0.778321853,0.76598371,0.775097113
CO,Ibague,Centro Ricaurte,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.224665609,0.21959755,0.212611845,0.20152483,0.197194389,0.188400079,0.191061671,0.195996187,0.215715824
MX,Moroleon,URO_Centro,Non Wealthy,Not Prioritized,Perfect Orders,0.729421158,0.80619017,0.808066089,0.858456134,0.853871055,0.873628425,0.836073044,0.799170892,0.771062133
MX,Moroleon,URO_Centro,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.80740328,0.784816592,0.802573509,0.778828653,0.781114467,0.767672046,0.78578804,0.796549667,0.794176525
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.148009384,0.160689663,0.173270677,0.179617584,0.177284609,0.191681187,0.177933405,0.150769845,0.135368379
MX,Tijuana,TIJ_Santa_Fe,Wealthy,Prioritized,Non-Pro PTC > OP,0.697953598,0.684954367,0.688241485,0.682199464,0.682319464,0.676887373,0.674945035,0.675601685,0.675834579
MX,Tijuana,TIJ_Santa_Fe,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.585640729,0.5810334,0.577138137,0.571392594,0.571351961,0.5797948,0.569601713,0.573386944,0.570458702
UY,Montevideo,Centro,Non Wealthy,Prioritized,Turbo Adoption,0.253313697,0.261677549,0.254745255,0.262915601,0.260483473,0.259689923,0.248947122,0.236330773,0.241758242
UY,Montevideo,Centro,Non Wealthy,Prioritized,Lead Penetration,0.111419866,0.111833544,0.11276192,0.113277097,0.11276168,0.112246263,0.112658501,0.113891397,0.115735996
MX,Leon,LEO_Sur,Non Wealthy,Prioritized,Perfect Orders,0.885951057,0.874533094,0.880640441,0.883162252,0.880868039,0.882723035,0.874628674,0.880353084,0.881089434
MX,Leon,LEO_Sur,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.123117005,0.130994426,0.1382016,0.143738957,0.146343235,0.14475069,0.141045678,0.135794988,0.124511002
MX,Monterrey,Centro,Wealthy,Prioritized,Turbo Adoption,0.121842909,0.128193897,0.126364588,0.122439893,0.122599478,0.111688312,0.114159166,0.112962963,0.109160413
MX,Monterrey,Centro,Wealthy,Prioritized,Lead Penetration,0.292684986,0.294089297,0.296343295,0.29801363,0.298302434,0.297348262,0.296920466,0.297445414,0.298444799
MX,Mexicali,MXL_Universidad,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.401992288,0.399422522,0.393442623,0.384972171,0.380451593,0.377447884,0.378036929,0.380999343,0.399923313
MX,Tlaxcala,TXL Apizaco,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.889869744,0.891096269,0.896408154,0.898016652,0.894649855,0.892057546,0.884412326,0.886562177,0.891002281
EC,Guayaquil,Orquideas,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.944520753,0.946931933,0.94676927,0.949605671,0.957289152,0.961323836,0.962693177,0.959784476,0.963955694
EC,Guayaquil,Orquideas,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.497967702,0.483748018,0.491394953,0.507040853,0.513390269,0.519569668,0.509636796,0.500826995,0.478730901
AR,Salta,Salta_Tres_Cerritos,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.319331977,0.296561187,0.302673497,0.294506927,0.3237801,0.347521173,0.33141405,0.311174368,0.294280918
AR,Salta,Salta_Tres_Cerritos,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.10919498,0.104158102,0.102022557,0.111396899,0.115955781,0.124726537,0.132413194,0.132709018,0.127529869
AR,Salta,Salta_Tres_Cerritos,Non Wealthy,Not Prioritized,Lead Penetration,0.097568699,0.098889008,0.100209317,0.101529626,0.099549163,0.100209317,0.098228854,0.096908544,0.09624839
AR,San Juan,SAN_JUAN_SUR,Non Wealthy,Not Prioritized,Perfect Orders,0.877715998,0.886753685,0.875466479,0.834378125,0.859883674,0.871457528,0.883980489,0.875796783,0.865060629
AR,San Juan,SAN_JUAN_SUR,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.75403386,0.74887172,0.746488057,0.741997919,0.755550845,0.759895131,0.74873915,0.742362576,0.747000543
AR,San Juan,SAN_JUAN_SUR,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.180327869,0.186440678,0.241935484,0.203125,0.151515152,0.243243243,0.171428571,0.142857143,0.208333333
MX,Hermosillo,Hmo_Progreso,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.24533371,0.246613256,0.241775607,0.234880656,0.231160287,0.226033691,0.229380641,0.226266838,0.227514232
MX,Tulancingo,TGO La Rayuela,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.16631579,0.177489178,0.174193548,0.165605096,0.164146868,0.17167382,0.174291939,0.189189189,0.18852459
MX,Tulancingo,TGO La Rayuela,Non Wealthy,Not Prioritized,Lead Penetration,0.067567568,0.067567568,0.057207207,0.049436937,0.049507898,0.050856164,0.058590954,0.063735653,0.066290263
CO,Barranquilla,Villa Campestre,Wealthy,Prioritized,Perfect Orders,0.879797933,0.881748755,0.883381587,0.885455829,0.891303758,0.896370907,0.895163266,0.894801369,0.895581807
CO,Barranquilla,Villa Campestre,Wealthy,Prioritized,Restaurants SST > SS CVR,0.919608145,0.925616385,0.923214515,0.920395294,0.918073059,0.919414574,0.91768766,0.922512365,0.924843242
CO,Barranquilla,Villa Campestre,Wealthy,Prioritized,Turbo Adoption,0.577151335,0.583780881,0.591760962,0.588184188,0.586723404,0.590147283,0.593555966,0.596096096,0.584504685
MX,Monterrey,Apodaca Centro,Non Wealthy,High Priority,% PRO Users Who Breakeven,0.377923977,0.385281385,0.384227584,0.396646133,0.408771343,0.394408892,0.398498806,0.397260274,0.387452603
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,Perfect Orders,0.908219579,0.907211273,0.909997023,0.895774074,0.902250899,0.903253034,0.903121802,0.9062139,0.900239946
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.867506509,0.872902111,0.869109199,0.869014137,0.878314324,0.88237755,0.883521378,0.888262311,0.894613727
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.736244929,0.72931786,0.716874365,0.701586264,0.689467144,0.68570022,0.689193181,0.676805141,0.67770905
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.588371614,0.585590278,0.578577304,0.572791822,0.573007744,0.580444923,0.580175782,0.572530467,0.572112993
MX,San Luis Potosi,SLP_Soledad,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.279646018,0.30153322,0.29209622,0.310696095,0.307060755,0.295819936,0.316957211,0.319620253,0.329073482
BR,Belo Horizonte,MG - BH -Centro Sul,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.855089287,0.861350056,0.867347412,0.866560839,0.861231286,0.851612155,0.851148051,0.851139947,0.858265353
CO,Cartagena,La siriaca,Wealthy,Prioritized,Turbo Adoption,0.772,0.685606061,0.72,0.77593361,0.79661017,0.756097561,0.775,0.72265625,0.702380952
MX,Tampico,Tam_aeropuerto,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.967442861,0.965527624,0.958475329,0.960415792,0.963468566,0.955460156,0.953887984,0.956798597,0.961760668
MX,Tampico,Tam_aeropuerto,Non Wealthy,Prioritized,Lead Penetration,0.184317367,0.184357874,0.184472938,0.183795029,0.182737694,0.182435725,0.182851401,0.18285175,0.183944951
BR,Belo Horizonte,MG - BH - Contagem,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.642467949,0.601144689,0.620449134,0.600310147,0.634861037,0.569808753,0.556137421,0.541713738,0.559836444
MX,Acuña,ACU Centro,Non Wealthy,Not Prioritized,Perfect Orders,0.314285714,0.284090909,0.303896104,0.353246753,0.424025974,0.343489405,0.337655185,0.291493268,0.320331352
CO,Cali,Cali sur,Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.825193773,0.815819513,0.810862843,0.811095934,0.815475035,0.835364347,0.838190723,0.832354508,0.824711728
PE,Piura,La Molina,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.85850528,0.874362257,0.877137215,0.877255651,0.869038336,0.864446187,0.874457031,0.876505721,0.868261586
PE,Piura,La Molina,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.574904274,0.58797488,0.569688603,0.559894401,0.59971867,0.625293004,0.639557426,0.627380706,0.606664426
PE,Piura,La Molina,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.555555556,0.529411765,0.375,0.5,0.578947368,0.555555556,0.6,0.590909091,0.555555556
PE,Ica,Centro Ica,Non Wealthy,Prioritized,Perfect Orders,0.927421871,0.9279807,0.933718935,0.939860862,0.936998801,0.944276384,0.933850851,0.939423924,0.931814096
PE,Ica,Centro Ica,Non Wealthy,Prioritized,Lead Penetration,0.532693491,0.535695334,0.538649785,0.539317722,0.539656378,0.539331735,0.5428487,0.546975116,0.547321991
CL,Santiago De Chile,Renca,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.674616322,0.663133744,0.618858456,0.620829206,0.628626194,0.646229084,0.617548838,0.635075368,0.669771714
CL,Santiago De Chile,Renca,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.893645875,0.896407488,0.888335141,0.877003677,0.876756645,0.879089079,0.866579762,0.864981449,0.86946957
CO,Chia,Chia,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.908084956,0.911112375,0.910631876,0.909257255,0.907758035,0.909872126,0.906953528,0.912915542,0.914638137
CO,Chia,Chia,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.343732568,0.343597414,0.343469887,0.344184457,0.344766392,0.343407575,0.342697317,0.342778554,0.33847679
CO,Chia,Chia,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.331865285,0.331211835,0.319598249,0.31712146,0.31512858,0.314816407,0.319938043,0.318448276,0.344683741
EC,Guayaquil,Prosperina,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.570292872,0.55809442,0.542412085,0.536773455,0.558911224,0.560314992,0.548884014,0.530673548,0.541699012
